Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R1131),800,NECROZMA,680,1,Necrozma (Dusk Mane),Dusk Mane,Psychic,Steel,97,157,127,113,109,77,680,necrozma-duskmane,https://play.pokemonshowdown.com/sprites/gen5/necrozma-duskmane.png
=IMAGE(R1132),800,NECROZMA,680,1,Necrozma (Dawn Wings),Dawn Wings,Psychic,Ghost,97,113,109,157,127,77,680,necrozma-dawnwings,https://play.pokemonshowdown.com/sprites/gen5/necrozma-dawnwings.png
=IMAGE(R1133),800,NECROZMA,754,1,Necrozma (Ultra Necrozma),Ultra Necrozma,Psychic,Dragon,97,167,97,167,97,129,754,necrozma-ultra,https://play.pokemonshowdown.com/sprites/gen5/necrozma-ultra.png
=IMAGE(R1134),800,NECROZMA,754,1,Necrozma (Form 4),Form 4,Psychic,Dragon,97,167,97,167,97,129,754,necrozma-form4,https://play.pokemonshowdown.com/sprites/gen5/necrozma-form4.png
=IMAGE(R1135),801,MAGEARNA,600,1,Magearna,-,Steel,Fairy,80,95,115,130,115,65,600,magearna,https://play.pokemonshowdown.com/sprites/gen5/magearna.png
=IMAGE(R1136),801,MAGEARNA,600,1,Magearna (Original Color),Original Color,Steel,Fairy,80,95,115,130,115,65,600,magearna-original,https://play.pokemonshowdown.com/sprites/gen5/magearna-original.png
=IMAGE(R1137),801,MAGEARNA,700,1,Magearna (Mega Magearna),Mega Magearna,Steel,Fairy,80,125,115,170,115,95,700,magearna-mega,https://play.pokemonshowdown.com/sprites/gen5/magearna-mega.png
=IMAGE(R1138),801,MAGEARNA,700,1,Magearna (Mega Magearna (Original Color)),Mega Magearna (Original Color),Steel,Fairy,80,125,115,170,115,95,700,magearna-mega-original,https://play.pokemonshowdown.com/sprites/gen5/magearna-mega-original.png
=IMAGE(R1139),802,MARSHADOW,600,1,Marshadow,-,Fighting,Ghost,90,125,80,90,90,125,600,marshadow,https://play.pokemonshowdown.com/sprites/gen5/marshadow.png
=IMAGE(R1140),803,POIPOLE,420,1,Poipole,-,Poison,,67,73,67,73,67,73,420,poipole,https://play.pokemonshowdown.com/sprites/gen5/poipole.png
=IMAGE(R1141),804,NAGANADEL,540,1,Naganadel,-,Poison,Dragon,73,73,73,127,73,121,540,naganadel,https://play.pokemonshowdown.com/sprites/gen5/naganadel.png
=IMAGE(R1142),805,STAKATAKA,570,1,Stakataka,-,Rock,Steel,61,131,211,53,101,13,570,stakataka,https://play.pokemonshowdown.com/sprites/gen5/stakataka.png
=IMAGE(R1143),806,BLACEPHALON,570,1,Blacephalon,-,Fire,Ghost,53,127,53,151,79,107,570,blacephalon,https://play.pokemonshowdown.com/sprites/gen5/blacephalon.png
=IMAGE(R1144),807,ZERAORA,600,1,Zeraora,-,Electric,,88,112,75,102,80,143,600,zeraora,https://play.pokemonshowdown.com/sprites/gen5/zeraora.png
=IMAGE(R1145),807,ZERAORA,700,1,Zeraora (Mega Zeraora),Mega Zeraora,Electric,,88,157,75,147,80,153,700,zeraora-mega,https://play.pokemonshowdown.com/sprites/gen5/zeraora-mega.png
=IMAGE(R1146),808,MELTAN,300,1,Meltan,-,Steel,,46,65,65,55,35,34,300,meltan,https://play.pokemonshowdown.com/sprites/gen5/meltan.png
=IMAGE(R1147),809,MELMETAL,600,1,Melmetal,-,Steel,,135,143,143,80,65,34,600,melmetal,https://play.pokemonshowdown.com/sprites/gen5/melmetal.png
=IMAGE(R1148),810,GROOKEY,310,1,Grookey,-,Grass,,50,65,50,40,40,65,310,grookey,https://play.pokemonshowdown.com/sprites/gen5/grookey.png
=IMAGE(R1149),811,THWACKEY,420,1,Thwackey,-,Grass,,70,85,70,55,60,80,420,thwackey,https://play.pokemonshowdown.com/sprites/gen5/thwackey.png
=IMAGE(R1150),812,RILLABOOM,530,1,Rillaboom,-,Grass,,100,125,90,60,70,85,530,rillaboom,https://play.pokemonshowdown.com/sprites/gen5/rillaboom.png
=IMAGE(R1151),813,SCORBUNNY,310,1,Scorbunny,-,Fire,,50,71,40,40,40,69,310,scorbunny,https://play.pokemonshowdown.com/sprites/gen5/scorbunny.png
=IMAGE(R1152),814,RABOOT,420,1,Raboot,-,Fire,,65,86,60,55,60,94,420,raboot,https://play.pokemonshowdown.com/sprites/gen5/raboot.png
=IMAGE(R1153),815,CINDERACE,530,1,Cinderace,-,Fire,,80,116,75,65,75,119,530,cinderace,https://play.pokemonshowdown.com/sprites/gen5/cinderace.png
=IMAGE(R1154),816,SOBBLE,310,1,Sobble,-,Water,,50,40,40,70,40,70,310,sobble,https://play.pokemonshowdown.com/sprites/gen5/sobble.png
=IMAGE(R1155),817,DRIZZILE,420,1,Drizzile,-,Water,,65,60,55,95,55,90,420,drizzile,https://play.pokemonshowdown.com/sprites/gen5/drizzile.png
=IMAGE(R1156),818,INTELEON,530,1,Inteleon,-,Water,,70,85,65,125,65,120,530,inteleon,https://play.pokemonshowdown.com/sprites/gen5/inteleon.png
=IMAGE(R1157),819,SKWOVET,275,1,Skwovet,-,Normal,,70,55,55,35,35,25,275,skwovet,https://play.pokemonshowdown.com/sprites/gen5/skwovet.png
=IMAGE(R1158),820,GREEDENT,460,1,Greedent,-,Normal,,120,95,95,55,75,20,460,greedent,https://play.pokemonshowdown.com/sprites/gen5/greedent.png
=IMAGE(R1159),821,ROOKIDEE,245,1,Rookidee,-,Flying,,38,47,35,33,35,57,245,rookidee,https://play.pokemonshowdown.com/sprites/gen5/rookidee.png
=IMAGE(R1160),822,CORVISQUIRE,365,1,Corvisquire,-,Flying,,68,67,55,43,55,77,365,corvisquire,https://play.pokemonshowdown.com/sprites/gen5/corvisquire.png
=IMAGE(R1161),823,CORVIKNIGHT,495,1,Corviknight,-,Flying,Steel,98,87,105,53,85,67,495,corviknight,https://play.pokemonshowdown.com/sprites/gen5/corviknight.png
=IMAGE(R1162),824,BLIPBUG,180,1,Blipbug,-,Bug,,25,20,20,25,45,45,180,blipbug,https://play.pokemonshowdown.com/sprites/gen5/blipbug.png
=IMAGE(R1163),825,DOTTLER,335,1,Dottler,-,Bug,Psychic,50,35,80,50,90,30,335,dottler,https://play.pokemonshowdown.com/sprites/gen5/dottler.png
=IMAGE(R1164),826,ORBEETLE,505,1,Orbeetle,-,Bug,Psychic,60,45,110,80,120,90,505,orbeetle,https://play.pokemonshowdown.com/sprites/gen5/orbeetle.png
=IMAGE(R1165),827,NICKIT,245,1,Nickit,-,Dark,,40,28,28,47,52,50,245,nickit,https://play.pokemonshowdown.com/sprites/gen5/nickit.png
=IMAGE(R1166),828,THIEVUL,455,1,Thievul,-,Dark,,70,58,58,87,92,90,455,thievul,https://play.pokemonshowdown.com/sprites/gen5/thievul.png
=IMAGE(R1167),829,GOSSIFLEUR,250,1,Gossifleur,-,Grass,,40,40,60,40,60,10,250,gossifleur,https://play.pokemonshowdown.com/sprites/gen5/gossifleur.png
=IMAGE(R1168),830,ELDEGOSS,460,1,Eldegoss,-,Grass,,60,50,90,80,120,60,460,eldegoss,https://play.pokemonshowdown.com/sprites/gen5/eldegoss.png
=IMAGE(R1169),831,WOOLOO,270,1,Wooloo,-,Normal,,42,40,55,40,45,48,270,wooloo,https://play.pokemonshowdown.com/sprites/gen5/wooloo.png
=IMAGE(R1170),832,DUBWOOL,490,1,Dubwool,-,Normal,,72,80,100,60,90,88,490,dubwool,https://play.pokemonshowdown.com/sprites/gen5/dubwool.png
=IMAGE(R1171),833,CHEWTLE,284,1,Chewtle,-,Water,,50,64,50,38,38,44,284,chewtle,https://play.pokemonshowdown.com/sprites/gen5/chewtle.png
=IMAGE(R1172),834,DREDNAW,485,1,Drednaw,-,Water,Rock,90,115,90,48,68,74,485,drednaw,https://play.pokemonshowdown.com/sprites/gen5/drednaw.png
=IMAGE(R1173),835,YAMPER,270,1,Yamper,-,Electric,,59,45,50,40,50,26,270,yamper,https://play.pokemonshowdown.com/sprites/gen5/yamper.png
=IMAGE(R1174),836,BOLTUND,490,1,Boltund,-,Electric,,69,90,60,90,60,121,490,boltund,https://play.pokemonshowdown.com/sprites/gen5/boltund.png
=IMAGE(R1175),837,ROLYCOLY,240,1,Rolycoly,-,Rock,,30,40,50,40,50,30,240,rolycoly,https://play.pokemonshowdown.com/sprites/gen5/rolycoly.png
=IMAGE(R1176),838,CARKOL,410,1,Carkol,-,Rock,Fire,80,60,90,60,70,50,410,carkol,https://play.pokemonshowdown.com/sprites/gen5/carkol.png
=IMAGE(R1177),839,COALOSSAL,510,1,Coalossal,-,Rock,Fire,110,80,120,80,90,30,510,coalossal,https://play.pokemonshowdown.com/sprites/gen5/coalossal.png
=IMAGE(R1178),840,APPLIN,260,1,Applin,-,Grass,Dragon,40,40,80,40,40,20,260,applin,https://play.pokemonshowdown.com/sprites/gen5/applin.png
=IMAGE(R1179),841,FLAPPLE,485,1,Flapple,-,Grass,Dragon,70,110,80,95,60,70,485,flapple,https://play.pokemonshowdown.com/sprites/gen5/flapple.png
=IMAGE(R1180),842,APPLETUN,485,1,Appletun,-,Grass,Dragon,110,85,80,100,80,30,485,appletun,https://play.pokemonshowdown.com/sprites/gen5/appletun.png
=IMAGE(R1181),843,SILICOBRA,315,1,Silicobra,-,Ground,,52,57,75,35,50,46,315,silicobra,https://play.pokemonshowdown.com/sprites/gen5/silicobra.png
=IMAGE(R1182),844,SANDACONDA,510,1,Sandaconda,-,Ground,,72,107,125,65,70,71,510,sandaconda,https://play.pokemonshowdown.com/sprites/gen5/sandaconda.png
=IMAGE(R1183),845,CRAMORANT,475,1,Cramorant,-,Flying,Water,70,85,55,85,95,85,475,cramorant,https://play.pokemonshowdown.com/sprites/gen5/cramorant.png
=IMAGE(R1184),845,CRAMORANT,475,1,Cramorant (Gulping Form),Gulping Form,Flying,Water,70,85,55,85,95,85,475,cramorant-gulping,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gulping.png
=IMAGE(R1185),845,CRAMORANT,475,1,Cramorant (Gorging Form),Gorging Form,Flying,Water,70,85,55,85,95,85,475,cramorant-gorging,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gorging.png
=IMAGE(R1186),846,ARROKUDA,280,1,Arrokuda,-,Water,,41,63,40,40,30,66,280,arrokuda,https://play.pokemonshowdown.com/sprites/gen5/arrokuda.png
=IMAGE(R1187),847,BARRASKEWDA,490,1,Barraskewda,-,Water,,61,123,60,60,50,136,490,barraskewda,https://play.pokemonshowdown.com/sprites/gen5/barraskewda.png
=IMAGE(R1188),848,TOXEL,242,1,Toxel,-,Electric,Poison,40,38,35,54,35,40,242,toxel,https://play.pokemonshowdown.com/sprites/gen5/toxel.png
=IMAGE(R1189),849,TOXTRICITY,502,1,Toxtricity (Amped Form),-,Electric,Poison,75,98,70,114,70,75,502,toxtricity,https://play.pokemonshowdown.com/sprites/gen5/toxtricity.png
=IMAGE(R1190),849,TOXTRICITY,502,1,Toxtricity (Low Key Form),Low Key Form,Electric,Poison,75,98,70,114,70,75,502,toxtricity-lowkey,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-lowkey.png
=IMAGE(R1191),850,SIZZLIPEDE,305,1,Sizzlipede,-,Fire,Bug,50,65,45,50,50,45,305,sizzlipede,https://play.pokemonshowdown.com/sprites/gen5/sizzlipede.png
=IMAGE(R1192),851,CENTISKORCH,525,1,Centiskorch,-,Fire,Bug,100,115,65,90,90,65,525,centiskorch,https://play.pokemonshowdown.com/sprites/gen5/centiskorch.png
=IMAGE(R1193),852,CLOBBOPUS,310,1,Clobbopus,-,Fighting,,50,68,60,50,50,32,310,clobbopus,https://play.pokemonshowdown.com/sprites/gen5/clobbopus.png
=IMAGE(R1194),853,GRAPPLOCT,480,1,Grapploct,-,Fighting,,80,118,90,70,80,42,480,grapploct,https://play.pokemonshowdown.com/sprites/gen5/grapploct.png
=IMAGE(R1195),854,SINISTEA,308,1,Sinistea (Phony Form),-,Ghost,,40,45,45,74,54,50,308,sinistea,https://play.pokemonshowdown.com/sprites/gen5/sinistea.png
=IMAGE(R1196),854,SINISTEA,308,1,Sinistea (Antique Form),Antique Form,Ghost,,40,45,45,74,54,50,308,sinistea-antique,https://play.pokemonshowdown.com/sprites/gen5/sinistea-antique.png
=IMAGE(R1197),855,POLTEAGEIST,508,1,Polteageist (Phony Form),-,Ghost,,60,65,65,134,114,70,508,polteageist,https://play.pokemonshowdown.com/sprites/gen5/polteageist.png
=IMAGE(R1198),855,POLTEAGEIST,508,1,Polteageist (Antique Form),Antique Form,Ghost,,60,65,65,134,114,70,508,polteageist-antique,https://play.pokemonshowdown.com/sprites/gen5/polteageist-antique.png
=IMAGE(R1199),856,HATENNA,265,1,Hatenna,-,Psychic,,42,30,45,56,53,39,265,hatenna,https://play.pokemonshowdown.com/sprites/gen5/hatenna.png
=IMAGE(R1200),857,HATTREM,370,1,Hattrem,-,Psychic,,57,40,65,86,73,49,370,hattrem,https://play.pokemonshowdown.com/sprites/gen5/hattrem.png
=IMAGE(R1201),858,HATTERENE,510,1,Hatterene,-,Psychic,Fairy,57,90,95,136,103,29,510,hatterene,https://play.pokemonshowdown.com/sprites/gen5/hatterene.png
=IMAGE(R1202),859,IMPIDIMP,265,1,Impidimp,-,Dark,Fairy,45,45,30,55,40,50,265,impidimp,https://play.pokemonshowdown.com/sprites/gen5/impidimp.png
=IMAGE(R1203),860,MORGREM,370,1,Morgrem,-,Dark,Fairy,65,60,45,75,55,70,370,morgrem,https://play.pokemonshowdown.com/sprites/gen5/morgrem.png
=IMAGE(R1204),861,GRIMMSNARL,510,1,Grimmsnarl,-,Dark,Fairy,95,120,65,95,75,60,510,grimmsnarl,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl.png
=IMAGE(R1205),862,OBSTAGOON,520,1,Obstagoon,-,Dark,Normal,93,90,101,60,81,95,520,obstagoon,https://play.pokemonshowdown.com/sprites/gen5/obstagoon.png
=IMAGE(R1206),863,PERRSERKER,440,1,Perrserker,-,Steel,,70,110,100,50,60,50,440,perrserker,https://play.pokemonshowdown.com/sprites/gen5/perrserker.png
=IMAGE(R1207),864,CURSOLA,510,1,Cursola,-,Ghost,,60,95,50,145,130,30,510,cursola,https://play.pokemonshowdown.com/sprites/gen5/cursola.png
=IMAGE(R1208),865,SIRFETCHD,507,1,Sirfetch'd,-,Fighting,,62,135,95,68,82,65,507,sirfetchd,https://play.pokemonshowdown.com/sprites/gen5/sirfetchd.png
=IMAGE(R1209),866,MRRIME,520,1,Mr. Rime,-,Ice,Psychic,80,85,75,110,100,70,520,mrrime,https://play.pokemonshowdown.com/sprites/gen5/mrrime.png
=IMAGE(R1210),867,RUNERIGUS,483,1,Runerigus,-,Ground,Ghost,58,95,145,50,105,30,483,runerigus,https://play.pokemonshowdown.com/sprites/gen5/runerigus.png
=IMAGE(R1211),868,MILCERY,270,1,Milcery,-,Fairy,,45,40,40,50,61,34,270,milcery,https://play.pokemonshowdown.com/sprites/gen5/milcery.png
=IMAGE(R1212),869,ALCREMIE,495,1,Alcremie (Vanilla Cream),-,Fairy,,65,60,75,110,121,64,495,alcremie,https://play.pokemonshowdown.com/sprites/gen5/alcremie.png
=IMAGE(R1213),869,ALCREMIE,495,1,Alcremie (Ruby Cream),Ruby Cream,Fairy,,65,60,75,110,121,64,495,alcremie-ruby,https://play.pokemonshowdown.com/sprites/gen5/alcremie-ruby.png
=IMAGE(R1214),869,ALCREMIE,495,1,Alcremie (Form 8),Form 8,Fairy,,65,60,75,110,121,64,495,alcremie-form8,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form8.png
=IMAGE(R1215),869,ALCREMIE,495,1,Alcremie (Form 9),Form 9,Fairy,,65,60,75,110,121,64,495,alcremie-form9,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form9.png
=IMAGE(R1216),869,ALCREMIE,495,1,Alcremie (Form 10),Form 10,Fairy,,65,60,75,110,121,64,495,alcremie-form10,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form10.png
=IMAGE(R1217),869,ALCREMIE,495,1,Alcremie (Form 11),Form 11,Fairy,,65,60,75,110,121,64,495,alcremie-form11,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form11.png
=IMAGE(R1218),869,ALCREMIE,495,1,Alcremie (Form 12),Form 12,Fairy,,65,60,75,110,121,64,495,alcremie-form12,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form12.png
=IMAGE(R1219),869,ALCREMIE,495,1,Alcremie (Form 13),Form 13,Fairy,,65,60,75,110,121,64,495,alcremie-form13,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form13.png
=IMAGE(R1220),869,ALCREMIE,495,1,Alcremie (Matcha Cream),Matcha Cream,Fairy,,65,60,75,110,121,64,495,alcremie-matcha,https://play.pokemonshowdown.com/sprites/gen5/alcremie-matcha.png
=IMAGE(R1221),869,ALCREMIE,495,1,Alcremie (Form 15),Form 15,Fairy,,65,60,75,110,121,64,495,alcremie-form15,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form15.png
=IMAGE(R1222),869,ALCREMIE,495,1,Alcremie (Form 16),Form 16,Fairy,,65,60,75,110,121,64,495,alcremie-form16,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form16.png
=IMAGE(R1223),869,ALCREMIE,495,1,Alcremie (Form 17),Form 17,Fairy,,65,60,75,110,121,64,495,alcremie-form17,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form17.png
=IMAGE(R1224),869,ALCREMIE,495,1,Alcremie (Form 18),Form 18,Fairy,,65,60,75,110,121,64,495,alcremie-form18,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form18.png
=IMAGE(R1225),869,ALCREMIE,495,1,Alcremie (Form 19),Form 19,Fairy,,65,60,75,110,121,64,495,alcremie-form19,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form19.png
=IMAGE(R1226),869,ALCREMIE,495,1,Alcremie (Form 20),Form 20,Fairy,,65,60,75,110,121,64,495,alcremie-form20,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form20.png
=IMAGE(R1227),869,ALCREMIE,495,1,Alcremie (Mint Cream),Mint Cream,Fairy,,65,60,75,110,121,64,495,alcremie-mint,https://play.pokemonshowdown.com/sprites/gen5/alcremie-mint.png
=IMAGE(R1228),869,ALCREMIE,495,1,Alcremie (Form 22),Form 22,Fairy,,65,60,75,110,121,64,495,alcremie-form22,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form22.png
=IMAGE(R1229),869,ALCREMIE,495,1,Alcremie (Form 23),Form 23,Fairy,,65,60,75,110,121,64,495,alcremie-form23,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form23.png
=IMAGE(R1230),869,ALCREMIE,495,1,Alcremie (Form 24),Form 24,Fairy,,65,60,75,110,121,64,495,alcremie-form24,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form24.png
=IMAGE(R1231),869,ALCREMIE,495,1,Alcremie (Form 25),Form 25,Fairy,,65,60,75,110,121,64,495,alcremie-form25,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form25.png
=IMAGE(R1232),869,ALCREMIE,495,1,Alcremie (Form 26),Form 26,Fairy,,65,60,75,110,121,64,495,alcremie-form26,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form26.png
=IMAGE(R1233),869,ALCREMIE,495,1,Alcremie (Form 27),Form 27,Fairy,,65,60,75,110,121,64,495,alcremie-form27,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form27.png
=IMAGE(R1234),869,ALCREMIE,495,1,Alcremie (Lemon Cream),Lemon Cream,Fairy,,65,60,75,110,121,64,495,alcremie-lemon,https://play.pokemonshowdown.com/sprites/gen5/alcremie-lemon.png
=IMAGE(R1235),869,ALCREMIE,495,1,Alcremie (Form 29),Form 29,Fairy,,65,60,75,110,121,64,495,alcremie-form29,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form29.png
=IMAGE(R1236),869,ALCREMIE,495,1,Alcremie (Form 30),Form 30,Fairy,,65,60,75,110,121,64,495,alcremie-form30,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form30.png
=IMAGE(R1237),869,ALCREMIE,495,1,Alcremie (Form 31),Form 31,Fairy,,65,60,75,110,121,64,495,alcremie-form31,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form31.png
=IMAGE(R1238),869,ALCREMIE,495,1,Alcremie (Form 32),Form 32,Fairy,,65,60,75,110,121,64,495,alcremie-form32,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form32.png
=IMAGE(R1239),869,ALCREMIE,495,1,Alcremie (Form 33),Form 33,Fairy,,65,60,75,110,121,64,495,alcremie-form33,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form33.png
=IMAGE(R1240),869,ALCREMIE,495,1,Alcremie (Form 34),Form 34,Fairy,,65,60,75,110,121,64,495,alcremie-form34,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form34.png
=IMAGE(R1241),869,ALCREMIE,495,1,Alcremie (Salted Cream),Salted Cream,Fairy,,65,60,75,110,121,64,495,alcremie-salted,https://play.pokemonshowdown.com/sprites/gen5/alcremie-salted.png
=IMAGE(R1242),869,ALCREMIE,495,1,Alcremie (Form 36),Form 36,Fairy,,65,60,75,110,121,64,495,alcremie-form36,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form36.png
=IMAGE(R1243),869,ALCREMIE,495,1,Alcremie (Form 37),Form 37,Fairy,,65,60,75,110,121,64,495,alcremie-form37,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form37.png
=IMAGE(R1244),869,ALCREMIE,495,1,Alcremie (Form 38),Form 38,Fairy,,65,60,75,110,121,64,495,alcremie-form38,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form38.png
=IMAGE(R1245),869,ALCREMIE,495,1,Alcremie (Form 39),Form 39,Fairy,,65,60,75,110,121,64,495,alcremie-form39,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form39.png
=IMAGE(R1246),869,ALCREMIE,495,1,Alcremie (Form 40),Form 40,Fairy,,65,60,75,110,121,64,495,alcremie-form40,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form40.png
=IMAGE(R1247),869,ALCREMIE,495,1,Alcremie (Form 41),Form 41,Fairy,,65,60,75,110,121,64,495,alcremie-form41,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form41.png
=IMAGE(R1248),869,ALCREMIE,495,1,Alcremie (Ruby Swirl),Ruby Swirl,Fairy,,65,60,75,110,121,64,495,alcremie-ruby,https://play.pokemonshowdown.com/sprites/gen5/alcremie-ruby.png
=IMAGE(R1249),869,ALCREMIE,495,1,Alcremie (Form 43),Form 43,Fairy,,65,60,75,110,121,64,495,alcremie-form43,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form43.png
=IMAGE(R1250),869,ALCREMIE,495,1,Alcremie (Form 44),Form 44,Fairy,,65,60,75,110,121,64,495,alcremie-form44,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form44.png
=IMAGE(R1251),869,ALCREMIE,495,1,Alcremie (Form 45),Form 45,Fairy,,65,60,75,110,121,64,495,alcremie-form45,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form45.png
=IMAGE(R1252),869,ALCREMIE,495,1,Alcremie (Form 46),Form 46,Fairy,,65,60,75,110,121,64,495,alcremie-form46,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form46.png
=IMAGE(R1253),869,ALCREMIE,495,1,Alcremie (Form 47),Form 47,Fairy,,65,60,75,110,121,64,495,alcremie-form47,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form47.png
=IMAGE(R1254),869,ALCREMIE,495,1,Alcremie (Form 48),Form 48,Fairy,,65,60,75,110,121,64,495,alcremie-form48,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form48.png
=IMAGE(R1255),869,ALCREMIE,495,1,Alcremie (Caramel Swirl),Caramel Swirl,Fairy,,65,60,75,110,121,64,495,alcremie-caramel,https://play.pokemonshowdown.com/sprites/gen5/alcremie-caramel.png
=IMAGE(R1256),869,ALCREMIE,495,1,Alcremie (Form 50),Form 50,Fairy,,65,60,75,110,121,64,495,alcremie-form50,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form50.png
=IMAGE(R1257),869,ALCREMIE,495,1,Alcremie (Form 51),Form 51,Fairy,,65,60,75,110,121,64,495,alcremie-form51,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form51.png
=IMAGE(R1258),869,ALCREMIE,495,1,Alcremie (Form 52),Form 52,Fairy,,65,60,75,110,121,64,495,alcremie-form52,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form52.png
=IMAGE(R1259),869,ALCREMIE,495,1,Alcremie (Form 53),Form 53,Fairy,,65,60,75,110,121,64,495,alcremie-form53,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form53.png
=IMAGE(R1260),869,ALCREMIE,495,1,Alcremie (Form 54),Form 54,Fairy,,65,60,75,110,121,64,495,alcremie-form54,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form54.png
=IMAGE(R1261),869,ALCREMIE,495,1,Alcremie (Form 55),Form 55,Fairy,,65,60,75,110,121,64,495,alcremie-form55,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form55.png
=IMAGE(R1262),869,ALCREMIE,495,1,Alcremie (Rainbow Swirl),Rainbow Swirl,Fairy,,65,60,75,110,121,64,495,alcremie-rainbow,https://play.pokemonshowdown.com/sprites/gen5/alcremie-rainbow.png
=IMAGE(R1263),869,ALCREMIE,495,1,Alcremie (Form 57),Form 57,Fairy,,65,60,75,110,121,64,495,alcremie-form57,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form57.png
=IMAGE(R1264),869,ALCREMIE,495,1,Alcremie (Form 58),Form 58,Fairy,,65,60,75,110,121,64,495,alcremie-form58,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form58.png
=IMAGE(R1265),869,ALCREMIE,495,1,Alcremie (Form 59),Form 59,Fairy,,65,60,75,110,121,64,495,alcremie-form59,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form59.png
=IMAGE(R1266),869,ALCREMIE,495,1,Alcremie (Form 60),Form 60,Fairy,,65,60,75,110,121,64,495,alcremie-form60,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form60.png
=IMAGE(R1267),869,ALCREMIE,495,1,Alcremie (Form 61),Form 61,Fairy,,65,60,75,110,121,64,495,alcremie-form61,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form61.png
=IMAGE(R1268),869,ALCREMIE,495,1,Alcremie (Form 62),Form 62,Fairy,,65,60,75,110,121,64,495,alcremie-form62,https://play.pokemonshowdown.com/sprites/gen5/alcremie-form62.png
=IMAGE(R1269),870,FALINKS,470,1,Falinks,-,Fighting,,65,100,100,70,60,75,470,falinks,https://play.pokemonshowdown.com/sprites/gen5/falinks.png
=IMAGE(R1270),870,FALINKS,570,1,Falinks (Mega Falinks),Mega Falinks,Fighting,,65,135,135,70,65,100,570,falinks-mega,https://play.pokemonshowdown.com/sprites/gen5/falinks-mega.png
=IMAGE(R1271),871,PINCURCHIN,435,1,Pincurchin,-,Electric,,48,101,95,91,85,15,435,pincurchin,https://play.pokemonshowdown.com/sprites/gen5/pincurchin.png
=IMAGE(R1272),872,SNOM,185,1,Snom,-,Ice,Bug,30,25,35,45,30,20,185,snom,https://play.pokemonshowdown.com/sprites/gen5/snom.png
=IMAGE(R1273),873,FROSMOTH,475,1,Frosmoth,-,Ice,Bug,70,65,60,125,90,65,475,frosmoth,https://play.pokemonshowdown.com/sprites/gen5/frosmoth.png
=IMAGE(R1274),874,STONJOURNER,470,1,Stonjourner,-,Rock,,100,125,135,20,20,70,470,stonjourner,https://play.pokemonshowdown.com/sprites/gen5/stonjourner.png
